code,date,open,close,high,low,volume
SH.688122,2021-12-02 15:00:00,91.37,91.79,91.85,91.21,433100.0
SH.688122,2021-12-03 10:00:00,92.0,93.08,94.05,90.11,1040600.0
SH.688122,2021-12-03 10:30:00,93.2,92.09,93.36,91.7,416000.0
SH.688122,2021-12-03 11:00:00,92.0,92.61,92.96,91.7,301000.0
SH.688122,2021-12-03 11:30:00,92.92,93.01,93.89,92.77,488000.0
SH.688122,2021-12-03 13:30:00,93.03,93.1,93.25,91.59,391800.0
SH.688122,2021-12-03 14:00:00,93.16,92.2,93.87,92.12,286400.0
SH.688122,2021-12-03 14:30:00,92.15,93.28,93.46,91.95,631100.0
SH.688122,2021-12-03 15:00:00,93.28,93.01,93.34,92.48,367500.0
SH.688122,2021-12-06 10:00:00,92.88,92.68,94.65,91.45,994900.0
SH.688122,2021-12-06 10:30:00,92.77,91.46,92.77,90.61,1176800.0
SH.688122,2021-12-06 11:00:00,91.42,92.4,92.52,91.02,522800.0
SH.688122,2021-12-06 11:30:00,92.41,92.02,92.79,91.68,666300.0
SH.688122,2021-12-06 13:30:00,92.11,91.45,92.22,91.0,513400.0
SH.688122,2021-12-06 14:00:00,91.27,90.74,91.79,90.69,386700.0
SH.688122,2021-12-06 14:30:00,90.71,91.3,91.59,90.66,461600.0
SH.688122,2021-12-06 15:00:00,91.12,90.28,91.54,90.28,484200.0
SH.688122,2021-12-07 10:00:00,90.5,90.04,92.02,89.08,800700.0
SH.688122,2021-12-07 10:30:00,89.8,88.25,89.93,88.24,507000.0
SH.688122,2021-12-07 11:00:00,88.25,87.2,88.71,87.01,875800.0
SH.688122,2021-12-07 11:30:00,87.24,88.34,88.78,87.24,699100.0
SH.688122,2021-12-07 13:30:00,88.45,87.19,88.77,87.09,849300.0
SH.688122,2021-12-07 14:00:00,87.2,86.44,88.6,86.23,1466700.0
SH.688122,2021-12-07 14:30:00,86.51,86.5,87.35,86.2,1021500.0
SH.688122,2021-12-07 15:00:00,86.56,87.89,88.5,86.44,840100.0
SH.688122,2021-12-08 10:00:00,88.86,89.38,89.66,88.0,720800.0
SH.688122,2021-12-08 10:30:00,89.42,89.66,90.29,89.0,686700.0
SH.688122,2021-12-08 11:00:00,89.68,89.9,89.98,88.7,501400.0
SH.688122,2021-12-08 11:30:00,89.89,89.9,90.5,89.51,395000.0
SH.688122,2021-12-08 13:30:00,90.06,88.96,90.06,88.74,275900.0
SH.688122,2021-12-08 14:00:00,88.96,89.74,89.8,88.9,205000.0
SH.688122,2021-12-08 14:30:00,89.78,89.78,89.98,89.35,291000.0
SH.688122,2021-12-08 15:00:00,89.78,89.64,89.92,89.3,345000.0
SH.688122,2021-12-09 10:00:00,89.64,87.36,90.19,86.53,889600.0
SH.688122,2021-12-09 10:30:00,87.36,87.0,87.89,86.35,775400.0
SH.688122,2021-12-09 11:00:00,87.06,87.39,87.97,86.4,689700.0
SH.688122,2021-12-09 11:30:00,87.34,88.18,88.69,86.99,803900.0
SH.688122,2021-12-09 13:30:00,88.18,88.31,88.59,87.2,531800.0
SH.688122,2021-12-09 14:00:00,88.35,88.41,88.85,87.91,624700.0
SH.688122,2021-12-09 14:30:00,88.34,88.18,88.49,87.95,634400.0
SH.688122,2021-12-09 15:00:00,88.15,88.1,88.3,87.81,398700.0
SH.688122,2021-12-10 10:00:00,87.35,88.69,88.9,87.0,854900.0
SH.688122,2021-12-10 10:30:00,88.6,88.51,89.55,88.31,823500.0
SH.688122,2021-12-10 11:00:00,88.51,90.02,90.2,87.79,881100.0
SH.688122,2021-12-10 11:30:00,90.12,91.11,91.63,90.12,1181700.0
SH.688122,2021-12-10 13:30:00,91.1,90.3,91.87,90.15,1120700.0
SH.688122,2021-12-10 14:00:00,90.31,91.1,91.17,90.22,988500.0
SH.688122,2021-12-10 14:30:00,91.03,91.94,92.29,90.9,1566800.0
SH.688122,2021-12-10 15:00:00,91.94,89.1,92.64,89.1,1523000.0
SH.688122,2021-12-13 10:00:00,90.3,91.42,92.0,89.28,1534600.0
SH.688122,2021-12-13 10:30:00,91.48,90.61,91.48,89.1,1135600.0
SH.688122,2021-12-13 11:00:00,90.61,91.89,92.99,90.56,1098000.0
SH.688122,2021-12-13 11:30:00,92.0,92.73,92.79,91.61,377900.0
SH.688122,2021-12-13 13:30:00,92.79,92.06,92.79,90.69,955700.0
SH.688122,2021-12-13 14:00:00,92.06,92.49,92.78,92.02,588200.0
SH.688122,2021-12-13 14:30:00,92.46,91.88,92.57,91.77,537500.0
SH.688122,2021-12-13 15:00:00,91.89,91.28,92.11,91.0,646000.0
SH.688122,2021-12-14 10:00:00,90.71,89.85,91.79,89.24,948100.0
SH.688122,2021-12-14 10:30:00,89.79,91.56,92.5,89.58,657200.0
SH.688122,2021-12-14 11:00:00,91.53,91.6,92.12,91.01,428100.0
SH.688122,2021-12-14 11:30:00,91.61,91.72,92.0,90.69,466500.0
SH.688122,2021-12-14 13:30:00,91.99,92.22,92.42,91.5,369900.0
SH.688122,2021-12-14 14:00:00,92.22,91.96,92.28,91.25,359900.0
SH.688122,2021-12-14 14:30:00,91.88,90.84,92.0,90.69,311800.0
SH.688122,2021-12-14 15:00:00,90.84,90.7,90.88,90.4,241300.0
SH.688122,2021-12-15 10:00:00,90.21,91.09,91.77,89.68,496900.0
SH.688122,2021-12-15 10:30:00,91.01,90.02,91.25,89.23,357700.0
SH.688122,2021-12-15 11:00:00,90.17,91.28,91.68,89.43,359700.0
SH.688122,2021-12-15 11:30:00,91.3,92.07,92.5,91.24,323800.0
SH.688122,2021-12-15 13:30:00,92.06,92.0,92.2,91.32,294600.0
SH.688122,2021-12-15 14:00:00,92.0,91.72,92.13,91.29,274000.0
SH.688122,2021-12-15 14:30:00,91.73,91.89,92.05,91.31,396000.0
SH.688122,2021-12-15 15:00:00,91.84,91.45,92.06,91.43,353700.0
SH.688122,2021-12-16 10:00:00,92.5,91.33,93.49,90.62,1093100.0
SH.688122,2021-12-16 10:30:00,91.24,91.39,92.0,90.79,352700.0
SH.688122,2021-12-16 11:00:00,91.4,91.62,91.62,90.84,763800.0
SH.688122,2021-12-16 11:30:00,91.56,91.0,91.96,91.0,161600.0
SH.688122,2021-12-16 13:30:00,91.08,92.57,92.76,90.95,278100.0
SH.688122,2021-12-16 14:00:00,92.57,92.63,93.14,92.37,450400.0
SH.688122,2021-12-16 14:30:00,92.63,92.3,92.93,92.28,323900.0
SH.688122,2021-12-16 15:00:00,92.24,92.45,92.88,92.12,362400.0
SH.688122,2021-12-17 10:00:00,92.58,92.1,93.2,91.45,448600.0
SH.688122,2021-12-17 10:30:00,92.16,93.27,93.99,92.16,493800.0
SH.688122,2021-12-17 11:00:00,93.27,92.61,93.27,92.1,314900.0
SH.688122,2021-12-17 11:30:00,92.61,92.13,92.61,91.68,238300.0
SH.688122,2021-12-17 13:30:00,92.11,91.88,92.26,91.61,145100.0
SH.688122,2021-12-17 14:00:00,91.79,91.36,91.88,90.5,264500.0
SH.688122,2021-12-17 14:30:00,91.35,90.56,91.37,90.02,354900.0
SH.688122,2021-12-17 15:00:00,90.36,91.0,91.61,90.31,295500.0
SH.688122,2021-12-20 10:00:00,91.0,90.95,92.45,90.0,722500.0
SH.688122,2021-12-20 10:30:00,91.2,90.16,91.5,90.16,324500.0
SH.688122,2021-12-20 11:00:00,90.18,89.74,90.39,89.0,530500.0
SH.688122,2021-12-20 11:30:00,89.74,88.5,89.97,88.28,302300.0
SH.688122,2021-12-20 13:30:00,88.43,90.17,90.59,88.31,369200.0
SH.688122,2021-12-20 14:00:00,90.27,90.29,90.67,90.15,205600.0
SH.688122,2021-12-20 14:30:00,90.26,88.92,90.45,88.88,252200.0
SH.688122,2021-12-20 15:00:00,88.89,89.22,89.4,88.7,363200.0
SH.688122,2021-12-21 10:00:00,89.4,91.21,91.5,89.4,588600.0
SH.688122,2021-12-21 10:30:00,91.21,89.46,91.49,89.03,337800.0
SH.688122,2021-12-21 11:00:00,89.37,88.48,89.37,88.11,301900.0
SH.688122,2021-12-21 11:30:00,88.48,88.6,88.94,88.18,124300.0
SH.688122,2021-12-21 13:30:00,88.6,89.17,89.34,88.2,218000.0
SH.688122,2021-12-21 14:00:00,88.97,89.42,89.43,88.88,160700.0
SH.688122,2021-12-21 14:30:00,89.42,88.92,89.5,88.9,205300.0
SH.688122,2021-12-21 15:00:00,88.92,88.9,89.19,88.81,226000.0
SH.688122,2021-12-22 10:00:00,88.9,87.75,89.75,86.5,653000.0
SH.688122,2021-12-22 10:30:00,87.87,88.7,89.18,87.73,428700.0
SH.688122,2021-12-22 11:00:00,88.7,88.88,88.9,87.7,336600.0
SH.688122,2021-12-22 11:30:00,88.86,88.59,89.48,88.3,409200.0
SH.688122,2021-12-22 13:30:00,88.0,87.9,88.48,87.21,395900.0
SH.688122,2021-12-22 14:00:00,88.14,88.03,88.38,87.68,276700.0
SH.688122,2021-12-22 14:30:00,87.73,87.35,88.08,87.16,542900.0
SH.688122,2021-12-22 15:00:00,87.44,87.53,87.7,87.1,782800.0
SH.688122,2021-12-23 10:00:00,87.76,88.27,88.68,86.62,659700.0
SH.688122,2021-12-23 10:30:00,88.14,89.58,89.89,87.71,868500.0
SH.688122,2021-12-23 11:00:00,89.57,89.51,89.88,88.67,431400.0
SH.688122,2021-12-23 11:30:00,89.51,89.0,89.57,88.49,577100.0
SH.688122,2021-12-23 13:30:00,89.0,90.4,91.48,89.0,935100.0
SH.688122,2021-12-23 14:00:00,90.5,91.48,91.87,90.16,1202500.0
SH.688122,2021-12-23 14:30:00,91.48,92.0,92.21,91.31,713700.0
SH.688122,2021-12-23 15:00:00,92.09,91.7,92.18,91.48,650200.0
SH.688122,2021-12-24 10:00:00,91.7,91.89,92.85,90.85,777400.0
SH.688122,2021-12-24 10:30:00,91.91,91.43,92.14,91.25,381600.0
SH.688122,2021-12-24 11:00:00,91.43,90.62,92.0,90.45,289700.0
SH.688122,2021-12-24 11:30:00,90.69,91.11,91.88,90.62,203500.0
SH.688122,2021-12-24 13:30:00,91.13,89.99,91.36,89.96,260200.0
SH.688122,2021-12-24 14:00:00,89.99,90.5,90.7,89.71,268300.0
SH.688122,2021-12-24 14:30:00,90.5,90.81,90.88,90.24,170000.0
SH.688122,2021-12-24 15:00:00,90.83,90.27,90.99,90.2,232200.0
SH.688122,2021-12-27 10:00:00,90.29,90.26,91.67,89.55,362800.0
SH.688122,2021-12-27 10:30:00,90.35,89.8,90.76,89.66,162000.0
SH.688122,2021-12-27 11:00:00,89.76,89.92,90.44,89.34,196500.0
SH.688122,2021-12-27 11:30:00,89.88,89.45,90.05,89.35,167500.0
SH.688122,2021-12-27 13:30:00,89.55,88.8,89.9,88.2,414600.0
SH.688122,2021-12-27 14:00:00,88.8,89.15,89.69,88.42,190500.0
SH.688122,2021-12-27 14:30:00,89.17,88.45,89.22,88.3,484100.0
SH.688122,2021-12-27 15:00:00,88.45,88.78,89.33,88.1,393300.0
SH.688122,2021-12-28 10:00:00,88.68,87.66,89.33,87.57,520900.0
SH.688122,2021-12-28 10:30:00,87.8,87.52,88.79,87.5,496400.0
SH.688122,2021-12-28 11:00:00,87.6,87.8,88.49,87.1,404700.0
SH.688122,2021-12-28 11:30:00,87.79,88.2,88.31,87.5,258300.0
SH.688122,2021-12-28 13:30:00,88.2,88.1,88.77,87.6,227100.0
SH.688122,2021-12-28 14:00:00,88.1,88.2,88.69,87.9,332300.0
SH.688122,2021-12-28 14:30:00,87.99,88.58,88.68,87.99,226500.0
SH.688122,2021-12-28 15:00:00,88.54,88.58,88.7,88.2,451200.0
SH.688122,2021-12-29 10:00:00,88.51,92.88,92.88,88.51,985400.0
SH.688122,2021-12-29 10:30:00,92.98,91.0,93.35,90.81,656300.0
SH.688122,2021-12-29 11:00:00,91.11,92.0,92.48,90.92,454700.0
SH.688122,2021-12-29 11:30:00,91.9,91.49,92.1,91.0,549500.0
SH.688122,2021-12-29 13:30:00,91.12,91.1,91.53,90.66,352900.0
SH.688122,2021-12-29 14:00:00,91.19,90.68,91.2,90.5,263300.0
SH.688122,2021-12-29 14:30:00,90.65,90.31,91.0,89.7,663500.0
SH.688122,2021-12-29 15:00:00,90.38,91.01,91.1,90.15,568900.0
SH.688122,2021-12-30 10:00:00,90.75,93.61,93.8,90.1,1527700.0
SH.688122,2021-12-30 10:30:00,93.66,95.58,95.58,92.88,1216900.0
SH.688122,2021-12-30 11:00:00,95.66,96.7,97.59,95.44,1158500.0
SH.688122,2021-12-30 11:30:00,96.79,97.36,97.51,95.76,866600.0
SH.688122,2021-12-30 13:30:00,97.06,96.57,97.4,96.5,581800.0
SH.688122,2021-12-30 14:00:00,96.65,95.6,96.71,95.59,592100.0
SH.688122,2021-12-30 14:30:00,95.68,96.0,96.25,95.57,470900.0
SH.688122,2021-12-30 15:00:00,95.86,96.0,96.37,95.2,683400.0
SH.688122,2021-12-31 10:00:00,95.8,96.85,96.85,94.05,1004700.0
SH.688122,2021-12-31 10:30:00,96.83,96.01,96.86,95.48,592500.0
SH.688122,2021-12-31 11:00:00,96.01,96.59,97.75,96.0,607200.0
SH.688122,2021-12-31 11:30:00,96.4,96.55,96.94,95.74,355500.0
SH.688122,2021-12-31 13:30:00,96.36,96.37,97.31,96.36,526800.0
SH.688122,2021-12-31 14:00:00,96.43,96.0,96.7,95.77,298500.0
SH.688122,2021-12-31 14:30:00,96.1,95.73,96.5,95.2,520800.0
SH.688122,2021-12-31 15:00:00,95.71,96.94,97.02,95.71,445300.0
SH.688122,2022-01-04 10:00:00,96.14,94.25,97.5,94.21,657900.0
SH.688122,2022-01-04 10:30:00,94.31,93.39,94.58,93.28,819400.0
SH.688122,2022-01-04 11:00:00,93.39,91.91,93.39,90.18,1140100.0
SH.688122,2022-01-04 11:30:00,91.88,92.82,92.86,90.75,623700.0
SH.688122,2022-01-04 13:30:00,92.82,93.05,93.48,92.01,692800.0
SH.688122,2022-01-04 14:00:00,93.05,93.12,93.92,92.85,342000.0
SH.688122,2022-01-04 14:30:00,92.88,93.4,93.6,92.87,376100.0
SH.688122,2022-01-04 15:00:00,93.41,93.2,93.98,92.98,433400.0
SH.688122,2022-01-05 10:00:00,93.0,91.75,93.98,91.03,747600.0
SH.688122,2022-01-05 10:30:00,91.78,90.2,92.57,90.19,511100.0
SH.688122,2022-01-05 11:00:00,90.18,88.98,90.18,88.5,879500.0
SH.688122,2022-01-05 11:30:00,88.98,87.87,89.9,87.87,527100.0
SH.688122,2022-01-05 13:30:00,88.4,87.0,88.4,86.55,1377900.0
SH.688122,2022-01-05 14:00:00,87.11,87.46,87.8,86.31,926400.0
SH.688122,2022-01-05 14:30:00,87.63,87.39,88.33,86.51,1729000.0
SH.688122,2022-01-05 15:00:00,87.39,87.0,87.5,86.45,942500.0
SH.688122,2022-01-06 10:00:00,86.27,83.96,87.77,83.73,2237900.0
SH.688122,2022-01-06 10:30:00,83.8,82.35,84.41,82.05,1616500.0
SH.688122,2022-01-06 11:00:00,82.21,84.01,85.4,82.2,1769700.0
SH.688122,2022-01-06 11:30:00,84.16,84.6,85.28,83.8,1238200.0
SH.688122,2022-01-06 13:30:00,84.69,84.07,84.69,83.21,992700.0
SH.688122,2022-01-06 14:00:00,84.07,85.29,85.44,83.66,1135800.0
SH.688122,2022-01-06 14:30:00,85.35,84.45,85.98,84.3,660300.0
SH.688122,2022-01-06 15:00:00,84.64,84.02,85.0,83.7,512500.0
SH.688122,2022-01-07 10:00:00,84.69,84.17,84.69,83.2,668500.0
SH.688122,2022-01-07 10:30:00,84.0,83.2,84.18,82.55,582400.0
SH.688122,2022-01-07 11:00:00,83.2,82.32,83.2,81.9,556200.0
SH.688122,2022-01-07 11:30:00,82.31,82.24,82.77,82.07,189100.0
SH.688122,2022-01-07 13:30:00,82.3,82.8,83.65,82.3,451800.0
SH.688122,2022-01-07 14:00:00,82.74,82.86,83.44,82.24,409300.0
SH.688122,2022-01-07 14:30:00,82.86,81.81,83.03,81.33,707100.0
SH.688122,2022-01-07 15:00:00,81.57,81.21,81.71,80.92,739800.0
SH.688122,2022-01-10 10:00:00,82.5,82.05,82.5,79.83,1021400.0
SH.688122,2022-01-10 10:30:00,82.0,81.6,82.86,81.2,484500.0
SH.688122,2022-01-10 11:00:00,81.6,81.54,81.67,81.11,239200.0
SH.688122,2022-01-10 11:30:00,81.54,82.58,82.6,81.01,302900.0
SH.688122,2022-01-10 13:30:00,82.51,80.88,82.51,80.61,544800.0
SH.688122,2022-01-10 14:00:00,80.88,80.16,81.23,80.05,508900.0
SH.688122,2022-01-10 14:30:00,80.17,80.34,80.5,79.92,464100.0
SH.688122,2022-01-10 15:00:00,80.34,80.27,80.56,79.86,436000.0
SH.688122,2022-01-11 10:00:00,80.99,81.31,81.89,79.76,956600.0
SH.688122,2022-01-11 10:30:00,81.16,80.36,81.8,80.29,740500.0
SH.688122,2022-01-11 11:00:00,80.36,80.03,80.6,79.55,814100.0
SH.688122,2022-01-11 11:30:00,80.03,79.6,80.2,79.4,631700.0
SH.688122,2022-01-11 13:30:00,79.73,78.58,79.74,78.58,959800.0
SH.688122,2022-01-11 14:00:00,78.63,78.64,79.3,77.83,851300.0
SH.688122,2022-01-11 14:30:00,78.27,77.95,78.65,77.83,634900.0
SH.688122,2022-01-11 15:00:00,78.0,78.34,78.46,77.38,1004500.0
SH.688122,2022-01-12 10:00:00,78.5,79.51,80.49,78.35,1155000.0
SH.688122,2022-01-12 10:30:00,79.65,82.25,82.25,79.29,1134000.0
SH.688122,2022-01-12 11:00:00,82.18,82.12,82.39,81.48,940700.0
SH.688122,2022-01-12 11:30:00,82.1,81.1,82.18,81.03,537900.0
SH.688122,2022-01-12 13:30:00,81.03,81.61,81.65,80.65,323500.0
SH.688122,2022-01-12 14:00:00,81.5,82.41,82.8,81.4,539200.0
SH.688122,2022-01-12 14:30:00,82.35,82.75,82.82,82.26,553100.0
SH.688122,2022-01-12 15:00:00,82.75,82.5,82.85,82.33,384200.0
SH.688122,2022-01-13 10:00:00,82.5,80.41,82.96,80.41,1121300.0
SH.688122,2022-01-13 10:30:00,80.45,82.31,82.55,80.45,572200.0
SH.688122,2022-01-13 11:00:00,82.1,82.99,83.28,82.08,461200.0
SH.688122,2022-01-13 11:30:00,82.81,82.76,82.97,82.35,238100.0
SH.688122,2022-01-13 13:30:00,82.53,81.19,82.53,81.1,245900.0
SH.688122,2022-01-13 14:00:00,81.2,81.19,81.52,80.9,280400.0
SH.688122,2022-01-13 14:30:00,81.16,81.18,81.51,81.03,298600.0
SH.688122,2022-01-13 15:00:00,81.34,81.61,82.4,81.2,753300.0
SH.688122,2022-01-14 10:00:00,80.82,81.25,82.58,80.82,714800.0
SH.688122,2022-01-14 10:30:00,81.21,81.82,83.23,81.16,839400.0
SH.688122,2022-01-14 11:00:00,81.82,82.48,82.87,81.78,781300.0
SH.688122,2022-01-14 11:30:00,82.51,81.98,82.74,81.51,547300.0
SH.688122,2022-01-14 13:30:00,81.99,82.01,82.8,81.71,368600.0
SH.688122,2022-01-14 14:00:00,82.15,82.2,82.87,82.06,600900.0
SH.688122,2022-01-14 14:30:00,82.2,82.75,82.96,82.12,706300.0
SH.688122,2022-01-14 15:00:00,82.74,82.49,82.74,81.91,338600.0
SH.688122,2022-01-17 10:00:00,83.16,82.51,83.98,81.8,979500.0
SH.688122,2022-01-17 10:30:00,82.51,81.85,82.7,81.01,853400.0
SH.688122,2022-01-17 11:00:00,81.98,82.63,82.79,81.2,319500.0
SH.688122,2022-01-17 11:30:00,82.46,83.91,83.95,82.46,501000.0
SH.688122,2022-01-17 13:30:00,83.7,83.94,83.99,83.1,453300.0
SH.688122,2022-01-17 14:00:00,83.94,83.75,83.98,83.23,266600.0
SH.688122,2022-01-17 14:30:00,83.88,83.02,83.88,82.72,734600.0
SH.688122,2022-01-17 15:00:00,83.05,83.21,83.98,82.73,556000.0
SH.688122,2022-01-18 10:00:00,82.7,83.68,83.8,81.88,503700.0
SH.688122,2022-01-18 10:30:00,83.69,85.04,86.0,83.39,834100.0
SH.688122,2022-01-18 11:00:00,85.0,83.63,85.01,83.02,803000.0
SH.688122,2022-01-18 11:30:00,83.52,82.58,83.67,82.42,198100.0
SH.688122,2022-01-18 13:30:00,82.58,82.4,82.69,82.3,290800.0
SH.688122,2022-01-18 14:00:00,82.59,82.56,82.69,82.29,207100.0
SH.688122,2022-01-18 14:30:00,82.68,82.69,83.0,82.45,149600.0
SH.688122,2022-01-18 15:00:00,82.51,82.56,82.75,82.45,249200.0
SH.688122,2022-01-19 10:00:00,83.5,81.51,83.69,80.9,836300.0
SH.688122,2022-01-19 10:30:00,81.55,81.02,81.79,81.0,400500.0
SH.688122,2022-01-19 11:00:00,81.0,81.27,81.45,79.6,850200.0
SH.688122,2022-01-19 11:30:00,81.26,81.24,81.75,80.92,338500.0
SH.688122,2022-01-19 13:30:00,81.18,80.32,81.32,80.2,369100.0
SH.688122,2022-01-19 14:00:00,80.49,80.46,81.2,80.24,499700.0
SH.688122,2022-01-19 14:30:00,80.74,80.7,81.06,80.07,1146000.0
SH.688122,2022-01-19 15:00:00,80.73,80.95,81.35,80.65,796000.0
SH.688122,2022-01-20 10:00:00,80.95,79.7,81.58,79.51,774000.0
SH.688122,2022-01-20 10:30:00,79.7,79.22,80.0,79.04,322500.0
SH.688122,2022-01-20 11:00:00,79.2,79.49,80.01,78.87,451700.0
SH.688122,2022-01-20 11:30:00,79.33,80.36,80.43,79.29,348000.0
SH.688122,2022-01-20 13:30:00,80.36,80.0,80.48,79.71,382000.0
SH.688122,2022-01-20 14:00:00,79.99,79.98,80.2,79.76,281600.0
SH.688122,2022-01-20 14:30:00,79.93,79.45,80.19,79.1,375000.0
SH.688122,2022-01-20 15:00:00,79.3,79.46,79.86,79.2,223800.0
SH.688122,2022-01-21 10:00:00,79.24,78.0,79.24,75.66,3110400.0
SH.688122,2022-01-21 10:30:00,78.07,78.95,79.16,77.6,735800.0
SH.688122,2022-01-21 11:00:00,78.69,77.5,78.83,77.5,511900.0
SH.688122,2022-01-21 11:30:00,77.56,76.88,77.64,76.66,648900.0
SH.688122,2022-01-21 13:30:00,76.81,77.15,77.98,76.75,315700.0
SH.688122,2022-01-21 14:00:00,77.44,77.2,77.99,76.9,674500.0
SH.688122,2022-01-21 14:30:00,77.51,76.99,77.51,76.65,653000.0
SH.688122,2022-01-21 15:00:00,77.17,76.99,77.68,76.83,509400.0
SH.688122,2022-01-24 10:00:00,74.8,75.9,76.9,74.1,2577900.0
SH.688122,2022-01-24 10:30:00,75.99,75.69,76.3,74.66,1306900.0
SH.688122,2022-01-24 11:00:00,75.69,76.11,76.2,75.42,868900.0
SH.688122,2022-01-24 11:30:00,76.1,76.1,76.45,75.7,895000.0
SH.688122,2022-01-24 13:30:00,76.13,75.8,76.25,75.63,651200.0
SH.688122,2022-01-24 14:00:00,75.79,77.48,77.53,75.76,742900.0
SH.688122,2022-01-24 14:30:00,77.48,78.47,78.48,77.32,811500.0
SH.688122,2022-01-24 15:00:00,78.48,77.8,78.77,77.52,759900.0
SH.688122,2022-01-25 10:00:00,78.64,80.13,81.17,78.0,1819200.0
SH.688122,2022-01-25 10:30:00,80.13,78.68,80.49,78.6,706100.0
SH.688122,2022-01-25 11:00:00,78.7,78.67,78.8,77.6,457500.0
SH.688122,2022-01-25 11:30:00,78.62,77.79,78.62,77.23,202000.0
SH.688122,2022-01-25 13:30:00,77.72,77.33,77.86,77.3,297400.0
SH.688122,2022-01-25 14:00:00,77.32,77.7,78.3,77.16,387700.0
SH.688122,2022-01-25 14:30:00,77.7,76.97,77.93,76.66,401800.0
SH.688122,2022-01-25 15:00:00,76.95,76.32,77.19,75.8,752400.0
SH.688122,2022-01-26 10:00:00,76.67,75.32,77.86,75.3,772200.0
SH.688122,2022-01-26 10:30:00,75.32,76.16,76.77,75.22,515300.0
SH.688122,2022-01-26 11:00:00,76.16,75.8,76.45,75.8,361900.0
SH.688122,2022-01-26 11:30:00,75.81,75.5,76.1,75.42,317700.0
SH.688122,2022-01-26 13:30:00,75.52,75.01,75.63,74.63,531400.0
SH.688122,2022-01-26 14:00:00,75.05,75.2,75.93,75.0,301300.0
SH.688122,2022-01-26 14:30:00,75.31,75.44,75.77,75.0,380500.0
SH.688122,2022-01-26 15:00:00,75.44,76.06,76.1,75.23,571900.0
SH.688122,2022-01-27 10:00:00,75.77,75.58,77.01,75.51,575600.0
SH.688122,2022-01-27 10:30:00,75.6,74.98,75.91,74.88,502900.0
SH.688122,2022-01-27 11:00:00,74.95,74.7,75.49,74.65,565400.0
SH.688122,2022-01-27 11:30:00,74.71,74.91,75.49,74.7,405000.0
SH.688122,2022-01-27 13:30:00,74.89,74.55,74.97,74.23,770500.0
SH.688122,2022-01-27 14:00:00,74.54,75.3,75.35,74.36,468200.0
SH.688122,2022-01-27 14:30:00,75.12,74.98,75.21,74.5,302300.0
SH.688122,2022-01-27 15:00:00,75.03,74.78,75.47,74.67,482500.0
SH.688122,2022-01-28 10:00:00,77.31,78.2,80.75,76.88,3452600.0
SH.688122,2022-01-28 10:30:00,78.2,81.0,81.0,78.05,1623000.0
SH.688122,2022-01-28 11:00:00,80.98,81.73,81.98,80.3,1272700.0
SH.688122,2022-01-28 11:30:00,81.73,82.53,82.68,81.0,1095900.0
SH.688122,2022-01-28 13:30:00,82.15,83.5,83.76,82.14,642900.0
SH.688122,2022-01-28 14:00:00,83.49,83.22,83.49,82.22,541100.0
SH.688122,2022-01-28 14:30:00,83.22,82.5,83.3,82.0,637500.0
SH.688122,2022-01-28 15:00:00,82.5,81.0,82.5,80.5,1112600.0
SH.688122,2022-02-07 10:00:00,82.4,80.54,82.4,80.0,1447300.0
SH.688122,2022-02-07 10:30:00,80.39,78.66,80.92,78.17,1551700.0
SH.688122,2022-02-07 11:00:00,78.6,77.98,79.07,77.64,724900.0
SH.688122,2022-02-07 11:30:00,77.98,77.46,78.04,77.36,483100.0
SH.688122,2022-02-07 13:30:00,77.56,77.7,78.4,77.4,784400.0
SH.688122,2022-02-07 14:00:00,77.71,77.25,77.78,76.89,615700.0
SH.688122,2022-02-07 14:30:00,77.33,76.92,77.53,76.6,617200.0
SH.688122,2022-02-07 15:00:00,76.92,77.1,77.29,76.89,696300.0
SH.688122,2022-02-08 10:00:00,77.92,76.22,77.92,75.76,880500.0
SH.688122,2022-02-08 10:30:00,76.23,75.14,77.14,74.77,817400.0
SH.688122,2022-02-08 11:00:00,75.32,74.04,75.35,73.07,844200.0
SH.688122,2022-02-08 11:30:00,73.97,73.87,74.02,73.3,490000.0
SH.688122,2022-02-08 13:30:00,73.76,74.47,74.77,73.44,736000.0
SH.688122,2022-02-08 14:00:00,74.43,75.48,75.7,74.29,644100.0
SH.688122,2022-02-08 14:30:00,75.49,75.73,75.88,74.8,631100.0
SH.688122,2022-02-08 15:00:00,75.68,76.26,76.49,75.5,755500.0
SH.688122,2022-02-09 10:00:00,76.0,77.09,77.6,75.49,885600.0
SH.688122,2022-02-09 10:30:00,77.0,79.15,79.17,76.38,747300.0
SH.688122,2022-02-09 11:00:00,78.99,79.71,80.32,78.82,1004000.0
SH.688122,2022-02-09 11:30:00,79.71,79.6,80.37,79.52,413200.0
SH.688122,2022-02-09 13:30:00,79.6,79.96,79.99,79.0,337800.0
SH.688122,2022-02-09 14:00:00,79.99,79.7,80.0,79.3,251800.0
SH.688122,2022-02-09 14:30:00,79.7,79.88,80.16,79.66,260900.0
SH.688122,2022-02-09 15:00:00,79.85,79.71,79.95,79.48,385300.0
SH.688122,2022-02-10 10:00:00,79.8,78.94,80.0,78.37,618400.0
SH.688122,2022-02-10 10:30:00,78.9,77.66,79.43,77.51,504100.0
SH.688122,2022-02-10 11:00:00,77.86,77.61,78.25,77.08,563300.0
